"gear","species_name","length_mm","weight_g","Sex","Mat","id_specimen","length_field2","length_field3","total_number","subsample_number","kg_field1","kg_field2","kg_field3","haul_weight","type_subsample","Notes","ID"
"D","LITHMOR",175,69,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,73
NA,"TRIGLUC",281,246,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,74
"A","GOBINIG",133,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,75
NA,NA,121,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,76
NA,NA,126,72,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,77
NA,"TRIGLUC",267,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,78
NA,NA,286,477,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,79
NA,"MULLSUR",115,18,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,80
NA,"ARNOLAT",114,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,81
NA,NA,109,24,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,82
NA,"SOLEIMP",164,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,83
NA,NA,0,74,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,84
"D","SOLEVUL",179,48,"M",1,NA,0,0,0,0,0,0,0,0,NA,NA,85
NA,NA,259,145,"F",3,NA,0,0,0,0,0,0,0,0,NA,NA,86
NA,NA,165,39,"M",1,NA,0,0,0,0,0,0,0,0,NA,NA,87
NA,NA,171,43,"F",1,NA,0,0,0,0,0,0,0,0,NA,NA,88
"A","SOLEVUL",283,248,"F",3,NA,0,0,0,0,0,0,0,0,NA,NA,89
NA,NA,184,53,"F",1,NA,0,0,0,0,0,0,0,0,NA,NA,90
NA,NA,168,40,"I",0,NA,0,0,0,0,0,0,0,0,NA,NA,91
NA,NA,183,53,"M",1,NA,0,0,0,0,0,0,0,0,NA,NA,92
NA,NA,177,51,"F",1,NA,0,0,0,0,0,0,0,0,NA,NA,93
NA,NA,175,45,"M",1,NA,0,0,0,0,0,0,0,0,NA,NA,94
NA,NA,173,46,"F",1,NA,0,0,0,0,0,0,0,0,NA,NA,95
NA,NA,176,45,"F",1,NA,0,0,0,0,0,0,0,0,NA,NA,96
NA,NA,168,47,"M",1,NA,0,0,0,0,0,0,0,0,NA,NA,97
NA,NA,170,44,"M",1,NA,0,0,0,0,0,0,0,0,NA,NA,98
NA,NA,164,40,"F",1,NA,0,0,0,0,0,0,0,0,NA,NA,99
NA,"SOLEIMP",150,39,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,100
NA,"SOLEVUL",164,42,"F",1,NA,0,0,0,0,0,0,0,0,NA,NA,101
NA,"SOLEIMP",153,41,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,102
"D","SQUIMAN",32,61,"F",2,NA,0,0,0,0,0,0,0,0,NA,NA,103
NA,NA,32,60,"F",2,NA,0,0,0,0,0,0,0,0,NA,NA,104
NA,NA,31,51,"F",2,NA,0,0,0,0,0,0,0,0,NA,NA,105
NA,NA,37,62,"F",2,NA,0,0,0,0,0,0,0,0,NA,NA,106
NA,NA,30,50,"F",2,NA,0,0,0,0,0,0,0,0,NA,NA,107
NA,NA,35,65,"F",2,NA,0,0,0,0,0,0,0,0,NA,NA,108
NA,NA,29,39,"F",2,NA,0,0,0,0,0,0,0,0,NA,NA,109
NA,NA,30,51,"F",2,NA,0,0,0,0,0,0,0,0,NA,NA,110
NA,NA,33,59,"F",2,NA,0,0,0,0,0,0,0,0,NA,NA,111
NA,NA,29,46,"F",2,NA,0,0,0,0,0,0,0,0,NA,NA,112
NA,NA,33,61,"M",0,NA,0,0,0,0,0,0,0,0,NA,NA,113
NA,NA,28,29,"F",1,NA,0,0,0,0,0,0,0,0,NA,NA,114
NA,NA,28,42,"F",1,NA,0,0,0,0,0,0,0,0,NA,NA,115
NA,NA,27,36,"F",1,NA,0,0,0,0,0,0,0,0,NA,NA,116
NA,NA,18,11,"F",1,NA,0,0,0,0,0,0,0,0,NA,NA,117
NA,NA,34,55,"F",1,NA,0,0,0,0,0,0,0,0,NA,NA,118
NA,NA,23,24,"F",1,NA,0,0,0,0,0,0,0,0,NA,NA,119
NA,"CALLSAP",55,123,"M",0,NA,126,99,0,0,0,0,0,0,NA,NA,120
NA,NA,51,83,"M",0,NA,116,92,0,0,0,0,0,0,NA,"manca una chela",121
NA,NA,60,136,"F",0,NA,143,106,0,0,0,0,0,0,NA,NA,122
NA,"OSTREDU",0,40,NA,0,NA,0,0,1,0,0,0,0,0,NA,NA,123
NA,"CALLSAP",62,147,"F",0,NA,145,111,0,0,0,0,0,0,NA,NA,124
NA,NA,43,41,"F",0,NA,99,80,0,0,0,0,0,0,NA,"manca chela e zampa",125
NA,"RAPAVEN",0,295,NA,0,NA,0,0,1,0,0,0,0,0,NA,NA,126
"A","CALLSAP",50,128,"M",0,NA,125,103,0,0,0,0,0,0,NA,NA,127
NA,NA,62,175,"F",0,NA,156,116,0,0,0,0,0,0,NA,NA,128
NA,NA,63,147,"F",1,NA,130,110,0,0,0,0,0,0,NA,NA,129
NA,NA,54,118,"F",0,NA,131,103,0,0,0,0,0,0,NA,NA,130
NA,"MELIKER",16,2,"F",1,NA,0,0,0,0,0,0,0,0,NA,NA,131
NA,"SQUIMAN",26,27,"M",0,NA,0,0,0,0,0,0,0,0,NA,NA,132
NA,NA,26,35,"F",2,NA,0,0,0,0,0,0,0,0,NA,NA,133
NA,NA,29,45,"F",2,NA,0,0,0,0,0,0,0,0,NA,NA,134
NA,NA,20,15,"F",1,NA,0,0,0,0,0,0,0,0,NA,NA,135
NA,NA,26,24,"F",1,NA,0,0,0,0,0,0,0,0,NA,NA,136
NA,NA,20,12,"F",1,NA,0,0,0,0,0,0,0,0,NA,NA,137
NA,NA,25,22,"F",1,NA,0,0,0,0,0,0,0,0,NA,NA,138
NA,NA,23,26,"F",1,NA,0,0,0,0,0,0,0,0,NA,NA,139
NA,NA,30,43,"F",1,NA,0,0,0,0,0,0,0,0,NA,NA,140
NA,NA,27,34,"F",1,NA,0,0,0,0,0,0,0,0,NA,NA,141
NA,NA,26,29,"F",1,NA,0,0,0,0,0,0,0,0,NA,NA,142
NA,NA,31,39,"F",1,NA,0,0,0,0,0,0,0,0,NA,NA,143
"A","SOLEVUL",155,32,"M",1,"SS8342",0,0,0,0,0,0,0,0,NA,NA,144
"D","GOBINIG",63,3,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,145
"D","ARNOLAT",78,4,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,146
