"gear","species_name","length_mm","weight_g","Sex","Mat","id_specimen","length_field2","length_field3","total_number","subsample_number","kg_field1","kg_field2","kg_field3","haul_weight","type_subsample","Notes","ID"
"A","ARNOLAT",124,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,96
NA,NA,95,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,97
NA,NA,117,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,98
NA,NA,113,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,99
NA,NA,120,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,100
NA,NA,105,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,101
NA,NA,102,85,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,102
NA,"SQUIMAN",33,53,"M",0,NA,0,0,0,0,0,0,0,0,NA,NA,103
NA,NA,33,46,"F",2,NA,0,0,0,0,0,0,0,0,NA,NA,104
NA,NA,22,17,"F",1,NA,0,0,0,0,0,0,0,0,NA,NA,105
NA,NA,33,61,"F",2,NA,0,0,0,0,0,0,0,0,NA,NA,106
NA,NA,28,29,"F",1,NA,0,0,0,0,0,0,0,0,NA,NA,107
NA,"MELIKER",39,28,"F",1,NA,0,0,0,0,0,0,0,0,NA,NA,108
NA,NA,36,25,"F",1,NA,0,0,0,0,0,0,0,0,NA,NA,109
NA,NA,26,10,"M",0,NA,0,0,0,0,0,0,0,0,NA,NA,110
NA,NA,34,22,"M",0,NA,0,0,0,0,0,0,0,0,NA,NA,111
NA,NA,28,13,"M",0,NA,0,0,0,0,0,0,0,0,NA,NA,112
NA,NA,27,12,"M",0,NA,0,0,0,0,0,0,0,0,NA,NA,113
NA,NA,28,13,"M",0,NA,0,0,0,0,0,0,0,0,NA,NA,114
NA,"TRIGLUC",266,170,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,115
NA,NA,246,133,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,116
NA,NA,230,118,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,117
NA,NA,242,140,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,118
"D","SQUIMAN",30,43,"M",0,NA,0,0,0,0,0,0,0,0,NA,NA,119
NA,NA,34,54,"M",0,NA,0,0,0,0,0,0,0,0,NA,NA,120
NA,NA,26,29,"M",0,NA,0,0,0,0,0,0,0,0,NA,NA,121
NA,NA,31,43,"M",0,NA,0,0,0,0,0,0,0,0,NA,NA,122
NA,NA,29,37,"F",2,NA,0,0,0,0,0,0,0,0,NA,NA,123
NA,NA,27,32,"F",1,NA,0,0,0,0,0,0,0,0,NA,NA,124
NA,NA,33,53,"F",2,NA,0,0,0,0,0,0,0,0,NA,NA,125
NA,NA,28,26,"F",1,NA,0,0,0,0,0,0,0,0,NA,NA,126
